1,30
2,31
3,31
4,32
5,33
6,33
7,34
8,34
9,35
10,36
11,36
12,37
13,38
14,38
15,39
16,39
17,40
18,41
19,41
20,42
21,43
22,43
23,44
24,44
25,45
26,46
27,46
28,47
29,48
30,48
31,49
32,49
33,50
34,51
35,51
36,52
37,53
38,53
39,54
40,54
41,55
42,56
43,56
44,57
45,58
46,58
47,59
48,59
49,60
50,61
51,61
52,62
53,63
54,63
55,64
56,65
57,65
58,66
59,66
60,67
61,68
62,68
63,69
64,70
65,70
66,71
67,71
68,72
69,73
70,73
71,74
72,75
73,75
74,76
75,76
76,77
77,78
78,78
79,79
80,80
81,80
82,81
83,81
84,82
85,83
86,83
87,84
88,85
89,85
90,86
91,86
92,87
93,88
94,88
95,89
96,90
97,90
98,91
99,92
100,92
101,93
102,93
103,94
104,95
105,95
106,96
107,97
108,97
109,98
110,98
111,99
112,100
113,100
114,101
115,102
116,102
117,103
118,103
119,104
120,105
121,105
122,106
123,107
124,107
125,108
126,108
127,109
128,110
129,110
130,111
131,112
132,112
133,113
134,113
135,114
136,115
137,115
138,116
139,117
140,117
141,118
142,118
143,119
144,120
145,120
146,121
147,122
148,122
149,123
150,124
151,124
152,125
153,125
154,126
155,127
156,127
157,128
158,129
159,129
160,130
161,130
162,131
163,132
164,132
165,133
166,134
167,134
168,135
169,135
170,136
171,137
172,137
173,138
174,139
175,139
176,140
177,140
178,141
179,142
180,142
181,143
182,144
183,144
184,145
185,145
186,146
187,147
188,147
189,148
190,149
191,149
192,150
193,151
194,151
195,152
196,152
197,153
198,154
199,154
200,155
201,156
202,156
203,157
204,157
205,158
206,159
207,159
208,160
209,161
210,161
211,162
212,162
213,163
214,164
215,164
216,165
217,166
218,166
219,167
220,167
221,168
222,169
223,169
224,170
225,171
226,171
227,172
228,172
229,173
230,174
231,174
232,175
233,176
234,176
235,177
236,177
237,178
238,179
239,179
240,180
241,180
242,180
243,180
244,180
245,180
246,180
247,180
248,180
249,180
250,180
251,180
252,180
253,180
254,180
255,180
256,180
257,180
258,180
259,180
260,180
261,180
262,180
263,180
264,180
265,180
266,180
267,180
268,180
269,180
270,180
271,180
272,180
273,180
274,180
275,180
276,180
277,180
278,180
279,180
280,180
281,180
282,180
283,180
284,180
285,180
286,180
287,180
288,180
289,180
290,180
291,180
292,180
293,180
294,180
295,180
296,180
297,180
298,180
299,180
300,180
301,180
302,180
303,180
304,180
305,180
306,180
307,180
308,180
309,180
310,180
311,180
312,180
313,180
314,180
315,180
316,180
317,180
318,180
319,180
320,180
321,180
322,180
323,180
324,180
325,180
326,180
327,180
328,180
329,180
330,180
331,180
332,180
333,180
334,180
335,180
336,180
337,180
338,180
339,180
340,180
341,180
342,180
343,180
344,180
345,180
346,180
347,180
348,180
349,180
350,180
351,180
352,180
353,180
354,180
355,180
356,180
357,180
358,180
359,180
360,180
361,181
362,181
363,182
364,182
365,183
366,183
367,184
368,184
369,185
370,185
371,186
372,186
373,187
374,187
375,188
376,188
377,189
378,189
379,190
380,190
381,191
382,191
383,192
384,192
385,193
386,193
387,194
388,194
389,195
390,195
391,196
392,196
393,197
394,197
395,198
396,198
397,199
398,199
399,200
400,200
401,201
402,201
403,202
404,202
405,203
406,203
407,204
408,204
409,205
410,205
411,206
412,206
413,207
414,207
415,208
416,208
417,209
418,209
419,210
420,210
421,211
422,211
423,212
424,212
425,213
426,213
427,214
428,214
429,215
430,215
431,216
432,216
433,217
434,217
435,218
436,218
437,219
438,219
439,220
440,220
441,221
442,221
443,222
444,222
445,223
446,223
447,224
448,224
449,225
450,225
451,226
452,226
453,227
454,227
455,228
456,228
457,229
458,229
459,230
460,230
461,231
462,231
463,232
464,232
465,233
466,233
467,234
468,234
469,235
470,235
471,236
472,236
473,237
474,237
475,238
476,238
477,239
478,239
479,240
480,240
481,240
482,240
483,240
484,240
485,240
486,240
487,240
488,240
489,240
490,240
491,240
492,240
493,240
494,240
495,240
496,240
497,240
498,240
499,240
500,240
501,240
502,240
503,240
504,240
505,240
506,240
507,240
508,240
509,238
510,236
511,234
512,232
513,230
514,228
515,226
516,224
517,222
518,220
519,218
520,216
521,214
522,212
523,210
524,208
525,206
526,204
527,202
528,200
529,198
530,196
531,194
532,192
533,190
534,188
535,186
536,184
537,182
538,180
539,178
540,176
541,174
542,172
543,170
544,168
545,166
546,164
547,162
548,160
549,158
550,156
551,154
552,152
553,150
554,148
555,146
556,144
557,142
558,140
559,138
560,136
561,134
562,132
563,130
564,128
565,126
566,124
567,122
568,120
569,118
570,116
571,114
572,112
573,110
574,108
575,106
576,104
577,102
578,100
579,98
580,96
581,94
582,92
583,90
584,88
585,86
586,84
587,82
588,80
589,78
590,76
591,74
592,72
593,70
594,68
595,66
596,64
597,62
598,60
599,58
600,56
601,54
